,timestamp,shard,load
1152,115.13,19,0.523
1153,115.135,57,5.031
1154,115.17,48,3.904
1155,115.18,58,3.79
1156,115.205,52,3.568
1157,115.215,72,12.633
1158,115.235,88,2.083
1159,115.235,58,4.394
1160,115.235,23,1.818
1161,115.245,10,4.483
1162,115.255,60,6.219
1163,115.31,59,1.001
1164,115.315,67,5.47
1165,115.35,39,3.689
1166,115.37,43,3.083
1167,115.395,2,3.47
1168,115.43,16,6.091
1169,115.445,39,1.23
1170,115.45,96,4.043
1171,115.455,33,4.533
1172,115.485,30,1.972
1173,115.485,13,11.281
1174,115.51,51,1.9
1175,115.555,17,4.165
1176,115.635,44,0.432
1177,115.64,35,5.369
1178,115.69,49,6.792
1179,115.715,30,4.588
1180,115.725,92,4.403
1181,115.74,96,5.574
1182,115.825,60,4.091
1183,115.84,8,1.903
1184,115.905,19,7.366
1185,115.92,6,4.693
1186,115.925,43,6.083
1187,116.08,67,1.307
1188,116.15,64,8.647
1189,116.16,1,3.365
1190,116.165,12,2.113
1191,116.2,39,1.895
1192,116.475,32,2.998
1193,116.54,99,3.043
1194,117.02,81,4.325
1195,120.005,97,4.322
1196,120.01,56,3.124
1197,120.01,26,2.143
1198,120.05,61,4.629
1199,120.06,9,2.32
1200,120.06,45,4.287
1201,120.065,64,1.533
1202,120.07,30,4.357
1203,120.085,43,3.712
1204,120.095,44,8.86
1205,120.1,25,2.694
1206,120.135,79,6.626
1207,120.145,11,0.76
1208,120.16,88,4.555
1209,120.17,96,1.095
1210,120.18,88,5.613
1211,120.185,11,4.229
1212,120.215,81,2.083
1213,120.26,63,3.279
1214,120.28,20,1.928
1215,120.28,34,1.501
1216,120.285,83,8.484
1217,120.285,6,3.358
1218,120.29,85,10.078
1219,120.32,54,2.36
1220,120.325,93,8.982
1221,120.325,63,3.577
1222,120.33,8,10.975
1223,120.34,84,1.56
1224,120.35,48,5.566
1225,120.36,25,3.619
1226,120.445,5,4.812
1227,120.505,53,5.583
1228,120.51,37,6.687
1229,120.53,74,1.925
1230,120.58,6,5.01
1231,120.62,89,9.568
1232,120.625,10,5.697
1233,120.64,51,1.639
1234,120.66,90,5.993
1235,120.675,42,5.41
1236,120.7,75,0.506
1237,120.74,86,2.853
1238,120.835,48,2.848
1239,120.875,86,1.256
1240,120.95,82,2.255
1241,120.985,12,5.687
1242,121.1,34,4.926
1243,121.625,6,2.152
1244,122.27,37,1.535
1245,122.59,35,12.93
1246,125.01,31,2.879
1247,125.015,84,5.96
1248,125.025,46,9.149
1249,125.025,12,3.605
1250,125.04,71,4.971
1251,125.045,1,0.492
1252,125.05,15,3.998
1253,125.055,37,6.49
1254,125.055,2,1.63
1255,125.06,45,2.902
1256,125.065,16,7.485
1257,125.065,9,3.549
1258,125.08,82,5.476
1259,125.09,44,9.835
1260,125.145,10,3.152
1261,125.17,83,3.645
1262,125.175,48,1.027
1263,125.26,5,2.489
1264,125.27,36,1.181
1265,125.275,81,9.332
1266,125.29,72,4.217
1267,125.3,20,0.71
1268,125.3,12,0.995
1269,125.315,82,6.464
1270,125.32,28,6.75
1271,125.325,40,2.608
1272,125.335,19,2.181
1273,125.34,98,1.746
1274,125.35,33,2.542
1275,125.35,83,1.999
1276,125.37,41,3.92
1277,125.385,52,6.867
1278,125.395,10,4.599
1279,125.395,29,2.136
1280,125.415,46,4.068
1281,125.435,8,10.414
1282,125.455,59,3.81
1283,125.465,55,7.808
1284,125.49,61,2.889
1285,125.51,79,3.651
1286,125.58,14,4.961
1287,125.62,93,5.5
1288,125.72,80,3.155
1289,125.725,31,2.515
1290,125.74,6,1.389
1291,125.78,49,1.787
1292,125.815,19,0.298
1293,125.91,37,5.114
1294,125.92,59,3.246
1295,125.98,79,0.055
1296,126.085,67,4.754
1297,126.09,85,4.447
1298,126.105,1,3.394
1299,126.24,64,2.908
1300,126.28,57,1.524
1301,126.32,89,10.979
1302,126.445,9,2.532
1303,127.22,64,5.284
1304,130.01,67,2.571
1305,130.015,40,1.254
1306,130.02,34,5.618
1307,130.03,44,2.458
1308,130.035,79,2.107
1309,130.05,63,1.754
1310,130.06,100,1.263
1311,130.06,27,1.264
1312,130.08,95,7.446
1313,130.08,81,3.818
1314,130.115,59,2.932
1315,130.16,65,3.677
1316,130.185,28,4.08
1317,130.19,26,8.746
1318,130.2,35,6.413
1319,130.2,93,2.078
1320,130.205,86,3.517
1321,130.21,42,4.353
1322,130.215,30,0.874
1323,130.275,78,4.784
1324,130.285,17,5.555
1325,130.3,89,3.486
1326,130.325,96,8.324
1327,130.34,15,5.861
1328,130.34,58,3.028
1329,130.345,66,1.966
1330,130.345,64,6.886
1331,130.385,6,3.519
1332,130.405,32,9.99
1333,130.415,16,9.349
1334,130.42,42,4.236
1335,130.505,94,0.817
1336,130.515,72,1.557
1337,130.525,31,3.265
1338,130.54,76,4.018
1339,130.585,76,11.081
1340,130.59,15,2.479
1341,130.615,72,6.329
1342,130.805,83,0.425
1343,130.825,40,8.476
1344,130.875,86,4.896
1345,130.935,74,3.785
1346,130.96,18,3.821
1347,131.095,71,7.377
1348,131.2,62,1.23
1349,131.26,24,1.563
1350,131.52,83,0.966
1351,133.25,15,4.767
1352,135.005,16,6.718
1353,135.03,11,1.405
1354,135.035,37,4.807
1355,135.035,8,3.984
1356,135.035,32,2.076
1357,135.035,27,2.475
1358,135.04,71,1.837
1359,135.1,37,3.311
1360,135.105,34,0.371
1361,135.135,10,4.362
1362,135.135,61,10.992
1363,135.14,68,2.4
1364,135.155,18,1.549
1365,135.2,19,7.787
1366,135.21,79,6.287
1367,135.24,36,6.284
1368,135.255,5,3.222
1369,135.29,82,6.578
1370,135.33,42,0.564
1371,135.38,81,3.928
1372,135.395,16,5.591
1373,135.4,99,15.166
1374,135.445,92,1.934
1375,135.45,74,9.498
1376,135.465,62,1.739
1377,135.47,65,3.729
1378,135.49,25,4.253
1379,135.505,8,2.72
1380,135.515,27,3.254
1381,135.55,90,2.778
1382,135.615,34,1.736
1383,135.835,96,4.867
1384,135.965,47,2.288
1385,135.965,28,0.432
1386,136.15,14,2.551
1387,136.215,66,3.745
1388,136.35,89,4.069
1389,136.615,19,2.983
1390,136.87,73,8.224
1391,136.96,59,1.641
1392,137.145,44,2.929
1393,140.025,99,2.714
1394,140.04,67,5.647
1395,140.04,75,3.261
1396,140.04,18,5.485
1397,140.04,95,0.779
1398,140.05,88,2.18
1399,140.055,48,2.063
1400,140.08,35,4.982
1401,140.08,28,0.495
1402,140.105,33,4.356
1403,140.115,10,5.502
1404,140.12,63,1.501
1405,140.125,40,2.121
1406,140.15,1,3.697
1407,140.16,89,1.306
1408,140.16,60,2.06
1409,140.185,3,4.983
1410,140.195,52,5.274
1411,140.2,53,2.932
1412,140.215,66,4.395
1413,140.22,9,2.759
1414,140.23,82,6.893
1415,140.235,46,4.261
1416,140.235,86,6.466
1417,140.25,66,3.097
1418,140.26,86,0.258
1419,140.315,10,5.677
1420,140.315,50,3.507
1421,140.375,13,1.552
1422,140.46,30,5.688
1423,140.495,28,7.354
1424,140.5,35,5.63
1425,140.51,68,1.101
1426,140.535,93,2.262
1427,140.55,30,1.996
1428,140.57,99,2.736
1429,140.58,80,3.26
1430,140.585,54,1.677
1431,140.59,95,2.871
1432,140.605,80,3.782
1433,140.615,19,1.479
1434,140.63,96,4.777
1435,140.685,63,4.218
1436,140.76,54,9.429
1437,140.815,53,2.093
1438,140.87,73,1.016
1439,140.95,27,3.663
1440,141.04,28,2.077
1441,141.07,68,1.821
1442,141.195,57,7.638
1443,141.245,72,3.26
1444,141.335,22,3.286
1445,141.44,51,0.627
1446,141.56,15,3.294
1447,141.56,84,3.431
1448,141.64,23,2.17
1449,145.005,79,2.627
1450,145.01,39,2.248
1451,145.02,90,4.187
1452,145.025,2,7.05
1453,145.03,28,5.724
1454,145.055,77,3.913
1455,145.055,11,3.4
1456,145.13,11,1.016
1457,145.14,69,1.825
1458,145.155,7,1.823
1459,145.165,19,3.829
1460,145.175,68,7.673
1461,145.27,60,1.371
1462,145.315,41,8.547
1463,145.36,94,1.161
1464,145.365,14,1.329
1465,145.375,49,2.286
1466,145.39,100,0.649
1467,145.46,5,1.333
1468,145.49,21,9.132
1469,145.515,41,2.105
1470,145.63,22,3.593
1471,145.63,10,4.149
1472,145.69,76,5.088
1473,145.695,65,0.504
1474,145.805,13,4.093
1475,145.825,95,0.72
1476,145.875,75,9.361
1477,145.91,94,10.389
1478,146.145,48,2.846
1479,146.185,85,6.273
1480,146.715,84,4.533
1481,146.765,10,3.6
1482,146.775,94,7.0
1483,146.82,36,9.792
1484,146.88,69,5.706
1485,150.01,33,4.563
1486,150.04,8,3.698
1487,150.04,33,8.216
1488,150.055,15,1.739
1489,150.09,98,4.699
1490,150.095,63,1.415
1491,150.115,85,7.603
1492,150.135,73,10.182
1493,150.14,70,4.316
1494,150.145,61,3.17
1495,150.165,52,2.593
1496,150.17,50,1.472
1497,150.17,90,2.426
1498,150.285,76,6.137
1499,150.295,32,7.86
1500,150.315,40,3.547
1501,150.345,52,1.292
1502,150.38,79,4.368
1503,150.39,71,3.038
1504,150.39,67,8.799
1505,150.405,47,4.662
1506,150.44,76,1.534
1507,150.475,96,4.87
1508,150.5,50,7.735
1509,150.505,3,2.379
1510,150.55,4,0.889
1511,150.55,85,2.411
1512,150.585,83,1.573
1513,150.61,77,1.129
1514,150.725,53,3.656
1515,150.76,84,5.069
1516,150.765,19,0.67
1517,150.785,27,3.614
1518,150.85,7,4.55
1519,150.9,96,1.227
1520,150.945,11,2.616
1521,150.95,40,2.19
1522,150.96,71,3.093
1523,151.11,38,1.417
1524,151.205,12,1.456
1525,151.245,83,4.981
1526,151.35,34,3.813
1527,151.645,41,3.257
1528,151.725,87,4.737
1529,151.81,54,3.233
1530,155.005,19,3.121
1531,155.01,30,4.038
1532,155.015,5,2.592
1533,155.015,19,3.348
1534,155.025,32,4.291
1535,155.03,59,2.875
1536,155.04,35,2.688
1537,155.04,6,1.55
1538,155.045,1,7.679
1539,155.05,47,3.077
1540,155.055,42,1.196
1541,155.06,77,4.596
1542,155.07,98,3.537
1543,155.075,21,1.125
1544,155.095,34,9.777
1545,155.095,80,9.067
1546,155.145,58,7.795
1547,155.165,83,4.372
1548,155.165,77,3.785
1549,155.17,52,4.463
1550,155.18,87,4.446
1551,155.18,98,5.749
1552,155.195,33,0.914
1553,155.23,70,4.108
1554,155.235,64,4.667
1555,155.26,66,3.087
1556,155.27,71,1.425
1557,155.285,88,1.662
1558,155.295,29,4.854
1559,155.3,80,5.668
1560,155.31,13,1.792
1561,155.31,34,2.843
1562,155.33,65,1.246
1563,155.36,52,1.255
1564,155.42,99,1.998
1565,155.43,59,0.83
1566,155.45,30,5.286
1567,155.46,16,1.772
1568,155.47,45,1.332
1569,155.48,90,3.05
1570,155.505,32,6.015
1571,155.505,82,1.487
1572,155.535,73,3.864
1573,155.56,54,11.768
1574,155.57,39,1.393
1575,155.6,86,8.005
1576,155.605,9,2.41
1577,155.62,38,5.289
1578,155.625,58,0.503
1579,155.67,29,16.78
1580,155.69,74,3.226
1581,155.85,82,7.682
1582,155.86,13,1.121
1583,155.945,10,3.686
1584,156.27,67,1.673
1585,156.28,40,1.69
1586,156.445,22,3.743
1587,156.94,44,0.784
1588,157.695,45,1.912
1589,160.02,16,1.944
1590,160.03,9,1.971
1591,160.035,45,1.387
1592,160.055,68,4.497
1593,160.06,41,4.872
1594,160.065,85,1.599
1595,160.07,81,0.763
1596,160.07,36,1.313
1597,160.08,86,1.457
1598,160.11,94,0.434
1599,160.11,48,0.931
1600,160.15,63,2.411
1601,160.16,80,2.204
1602,160.175,2,3.975
1603,160.175,68,2.34
1604,160.18,66,1.812
1605,160.185,69,3.274
1606,160.195,18,3.208
1607,160.2,60,1.061
1608,160.21,32,2.377
1609,160.215,44,0.434
1610,160.245,42,1.712
1611,160.26,93,2.162
1612,160.26,20,0.736
1613,160.28,36,1.086
1614,160.28,67,11.521
1615,160.29,2,2.418
1616,160.295,4,4.809
1617,160.305,78,1.611
1618,160.305,33,9.298
1619,160.32,61,3.169
1620,160.335,36,6.174
1621,160.345,93,1.383
1622,160.36,33,4.648
1623,160.365,62,3.484
1624,160.365,91,3.582
1625,160.37,51,1.657
1626,160.37,90,2.06
1627,160.385,81,0.754
1628,160.39,84,3.291
1629,160.45,91,0.73
1630,160.47,11,6.295
1631,160.475,50,3.997
1632,160.495,28,8.063
1633,160.505,28,4.428
1634,160.57,40,1.164
1635,160.625,68,5.507
1636,160.64,57,1.158
1637,160.66,77,2.376
1638,160.7,59,4.485
1639,160.725,7,0.379
1640,160.73,62,1.871
1641,160.77,43,3.849
1642,160.8,20,6.751
1643,160.915,84,0.673
1644,161.045,43,1.24
1645,161.065,68,4.104
1646,161.2,37,5.706
1647,161.315,5,2.716
1648,161.64,10,4.798
1649,162.025,80,1.461
1650,162.025,67,3.781
1651,165.01,39,5.599
1652,165.035,72,5.166
1653,165.035,52,7.921
1654,165.05,69,8.498
1655,165.105,16,1.359
1656,165.135,8,2.265
1657,165.19,2,2.922
1658,165.23,59,4.53
1659,165.235,87,2.054
1660,165.255,5,2.436
1661,165.275,78,1.891
1662,165.3,61,2.404
1663,165.325,12,4.794
1664,165.36,58,4.664
1665,165.365,45,4.051
1666,165.38,27,0.446
1667,165.38,48,0.847
1668,165.395,56,5.576
1669,165.4,96,11.062
1670,165.405,97,2.913
1671,165.45,24,3.422
1672,165.46,44,10.738
1673,165.485,27,0.512
1674,165.52,54,2.711
1675,165.57,58,4.92
1676,165.75,24,3.764
1677,165.755,98,3.663
1678,165.8,17,5.137
1679,165.82,68,2.149
1680,165.965,6,1.749
1681,165.975,81,5.159
1682,166.02,6,5.351
1683,166.035,8,0.981
1684,166.08,53,4.97
1685,166.185,53,1.986
1686,166.26,44,4.303
1687,166.275,89,2.218
1688,166.325,52,3.61
1689,166.57,35,2.572
1690,166.595,90,4.599
1691,166.795,19,6.639
1692,170.0,34,4.486
1693,170.02,43,1.65
1694,170.03,94,3.427
1695,170.055,29,2.231
1696,170.075,26,14.082
1697,170.075,83,5.052
1698,170.085,42,3.014
1699,170.085,42,7.439
1700,170.155,91,7.233
1701,170.16,64,4.104
1702,170.23,38,2.535
1703,170.24,69,4.215
1704,170.245,96,1.477
1705,170.245,41,5.717
1706,170.28,14,5.198
1707,170.28,70,1.281
1708,170.315,17,7.346
1709,170.33,4,7.348
1710,170.35,55,2.819
1711,170.35,52,3.552
1712,170.38,42,1.873
1713,170.385,94,6.309
1714,170.39,85,0.347
1715,170.395,10,6.374
1716,170.41,31,2.051
1717,170.43,77,1.515
1718,170.455,68,0.343
1719,170.475,38,1.094
1720,170.485,25,8.329
1721,170.5,36,3.093
1722,170.535,95,2.241
1723,170.56,84,0.9
1724,170.625,88,10.836
1725,170.635,98,2.334
1726,170.74,54,7.917
1727,170.74,9,1.639
1728,170.835,68,4.032
1729,170.85,80,1.867
1730,170.89,13,5.371
1731,170.925,87,5.386
1732,170.97,13,1.697
1733,171.05,75,6.427
1734,171.11,54,1.937
1735,171.125,16,0.506
1736,171.155,57,2.964
1737,171.185,3,4.294
1738,171.2,72,5.439
1739,171.34,62,9.774
1740,171.435,18,4.43
1741,172.015,87,0.13
1742,175.005,76,6.634
1743,175.01,71,1.959
1744,175.015,9,2.469
1745,175.025,62,9.03
1746,175.035,74,5.352
1747,175.07,33,8.952
1748,175.07,38,0.502
1749,175.095,48,5.48
1750,175.11,77,1.492
1751,175.13,61,0.88
1752,175.135,74,1.55
1753,175.14,14,1.416
1754,175.155,98,3.035
1755,175.165,54,3.677
1756,175.175,85,4.047
1757,175.19,68,1.416
1758,175.2,46,5.347
1759,175.21,63,3.986
1760,175.225,19,2.093
1761,175.24,71,5.553
1762,175.26,3,4.651
1763,175.275,48,2.634
1764,175.32,12,4.91
1765,175.35,97,5.836
1766,175.355,28,8.195
1767,175.36,95,1.451
1768,175.385,38,5.196
1769,175.44,46,6.135
1770,175.46,88,7.136
1771,175.47,50,8.912
1772,175.475,54,6.117
1773,175.515,22,3.279
1774,175.53,54,4.154
1775,175.63,43,0.676
1776,175.665,50,1.278
1777,175.665,10,3.15
1778,175.675,65,4.891
1779,175.71,8,7.417
1780,175.85,14,5.583
1781,175.86,41,8.616
1782,175.86,99,3.663
1783,175.875,12,3.749
1784,175.94,68,9.497
1785,176.0,63,10.074
1786,176.2,10,3.708
1787,176.275,25,8.952
1788,176.515,59,2.245
1789,176.515,60,0.904
1790,176.945,69,1.733
1791,176.98,64,2.714
1792,180.015,82,2.533
1793,180.02,56,5.888
1794,180.02,81,7.511
1795,180.02,75,4.322
1796,180.045,56,3.556
1797,180.075,30,6.072
1798,180.08,100,0.922
1799,180.105,49,4.285
1800,180.12,28,5.068
1801,180.125,94,4.045
1802,180.13,9,2.776
1803,180.13,59,7.381
1804,180.135,38,2.719
1805,180.16,53,2.656
1806,180.17,59,0.52
1807,180.2,69,2.538
1808,180.21,66,6.748
1809,180.235,87,6.165
1810,180.27,63,2.569
1811,180.355,43,5.353
1812,180.36,2,1.794
1813,180.365,37,3.889
1814,180.375,87,2.919
1815,180.415,80,2.814
1816,180.46,77,7.994
1817,180.5,3,0.974
1818,180.51,21,3.805
1819,180.51,29,3.411
1820,180.53,86,3.63
1821,180.575,2,2.62
1822,180.625,34,5.711
1823,180.65,14,3.814
1824,180.7,55,11.714
1825,180.75,11,6.42
1826,180.76,83,3.439
1827,180.805,100,5.532
1828,180.865,55,1.121
1829,180.885,40,2.989
1830,181.195,41,1.485
1831,181.305,58,4.755
1832,181.33,96,9.417
1833,181.725,46,1.997
1834,182.155,37,4.804
1835,182.275,96,1.624
1836,185.02,36,1.633
1837,185.02,45,1.473
1838,185.04,23,2.295
1839,185.045,21,6.212
1840,185.085,7,2.435
1841,185.095,21,2.504
1842,185.1,46,1.776
1843,185.105,57,2.764
1844,185.11,9,1.517
1845,185.115,57,5.793
1846,185.15,85,8.394
1847,185.155,52,0.745
1848,185.155,11,2.703
1849,185.17,77,2.052
1850,185.185,53,5.272
1851,185.19,21,5.581
1852,185.195,48,1.608
1853,185.22,26,6.366
1854,185.22,64,7.449
1855,185.275,17,1.735
1856,185.355,2,2.459
1857,185.415,67,9.567
1858,185.435,9,3.048
1859,185.45,94,3.216
1860,185.465,61,3.448
1861,185.47,15,1.027
1862,185.48,8,3.935
1863,185.48,70,2.249
1864,185.49,77,1.985
1865,185.545,68,1.611
1866,185.585,35,0.37
1867,185.605,84,7.076
1868,185.61,61,3.292
1869,185.625,70,1.993
1870,185.635,78,4.484
1871,185.665,59,10.331
1872,185.775,29,3.019
1873,185.84,87,2.412
1874,185.9,76,3.966
1875,185.96,48,4.262
1876,185.96,77,0.98
1877,185.965,5,2.857
1878,186.365,29,7.893
1879,186.44,19,1.388
1880,186.565,68,1.839
1881,186.66,27,1.201
1882,187.47,12,3.705
1883,190.0,73,9.114
1884,190.02,98,1.477
1885,190.025,28,9.675
1886,190.055,69,5.481
1887,190.09,13,2.919
1888,190.1,94,1.852
1889,190.105,82,2.001
1890,190.105,51,2.073
1891,190.115,64,16.287
1892,190.125,27,8.326
1893,190.135,76,2.671
1894,190.165,94,7.532
1895,190.17,94,3.874
1896,190.22,91,4.128
1897,190.255,23,2.281
1898,190.29,88,3.406
1899,190.295,56,2.274
1900,190.315,48,2.516
1901,190.325,3,1.635
1902,190.335,50,5.316
1903,190.345,16,2.425
1904,190.345,16,2.606
1905,190.35,5,4.446
1906,190.405,78,5.77
1907,190.445,65,2.191
1908,190.45,97,7.09
1909,190.475,87,5.289
1910,190.5,60,1.992
1911,190.56,95,3.014
1912,190.56,24,1.624
1913,190.57,68,4.689
1914,190.58,55,1.41
1915,190.585,91,0.959
1916,190.6,27,2.949
1917,190.615,6,13.311
1918,190.65,36,4.019
1919,190.65,10,6.998
1920,190.66,43,0.142
1921,190.71,57,0.831
1922,190.785,78,0.193
1923,190.785,94,7.73
1924,190.825,95,1.446
1925,190.88,21,0.972
1926,190.885,32,2.325
1927,191.03,54,2.489
1928,191.08,41,0.304
1929,191.19,70,4.476
1930,191.29,7,2.094
1931,191.33,97,5.711
1932,191.475,10,0.748
1933,191.65,70,4.743
1934,191.8,87,9.591
1935,195.04,71,2.101
1936,195.045,20,6.623
1937,195.05,76,1.365
1938,195.065,7,8.602
1939,195.09,3,2.55
1940,195.11,70,2.564
1941,195.12,7,11.762
1942,195.12,84,3.586
1943,195.145,4,3.693
1944,195.145,47,3.34
1945,195.155,30,1.19
1946,195.18,35,3.955
1947,195.21,84,9.921
1948,195.21,36,1.629
1949,195.215,71,5.121
1950,195.23,21,2.288
1951,195.24,37,2.975
1952,195.27,35,6.725
1953,195.305,55,0.703
1954,195.305,4,7.729
1955,195.325,77,1.29
1956,195.395,42,0.593
1957,195.455,42,1.479
1958,195.465,66,1.22
1959,195.505,87,2.697
1960,195.555,3,1.356
1961,195.56,50,5.411
1962,195.565,15,6.816
1963,195.605,18,9.023
1964,195.65,58,6.627
1965,195.665,48,2.071
1966,195.7,47,6.989
1967,195.73,73,2.611
1968,195.73,44,2.46
1969,195.815,44,3.164
1970,195.825,46,8.647
1971,195.88,66,4.717
1972,195.92,40,3.812
1973,195.995,37,9.851
1974,195.995,97,4.154
1975,196.005,87,4.726
1976,196.05,96,4.556
1977,196.145,89,2.441
1978,196.265,60,0.625
1979,196.39,22,1.32
1980,196.52,91,7.82
1981,196.61,76,3.236
1982,196.695,58,1.598
1983,200.015,80,1.156
1984,200.02,68,0.961
1985,200.02,22,0.985
1986,200.02,69,3.755
1987,200.03,55,1.38
1988,200.035,87,4.168
1989,200.04,52,4.162
1990,200.08,78,3.052
1991,200.08,96,3.164
1992,200.085,90,1.053
1993,200.09,44,5.52
1994,200.1,20,3.605
1995,200.125,75,12.143
1996,200.135,86,3.234
1997,200.155,47,2.648
1998,200.205,46,1.182
1999,200.205,88,3.203
2000,200.21,99,4.005
2001,200.23,6,4.076
2002,200.26,65,1.29
2003,200.305,14,1.342
2004,200.32,35,1.859
2005,200.34,33,1.86
2006,200.35,36,4.693
2007,200.395,2,3.959
2008,200.405,75,1.005
2009,200.415,41,0.534
2010,200.415,49,4.341
2011,200.455,69,5.573
2012,200.525,89,1.645
2013,200.545,59,6.523
2014,200.61,31,1.712
2015,200.645,83,0.682
2016,200.66,26,1.307
2017,200.75,79,0.869
2018,200.83,85,2.214
2019,200.87,47,4.175
2020,200.9,30,1.53
2021,200.945,19,10.152
2022,201.37,76,3.131
2023,203.995,95,11.897
2024,205.01,16,4.381
2025,205.015,43,0.955
2026,205.02,67,7.662
2027,205.025,83,2.335
2028,205.03,23,3.171
2029,205.05,50,6.654
2030,205.065,87,2.955
2031,205.08,78,7.299
2032,205.085,100,9.568
2033,205.095,27,1.781
2034,205.11,69,6.973
2035,205.12,4,1.63
2036,205.12,27,3.767
2037,205.13,41,1.515
2038,205.14,32,4.165
2039,205.185,21,4.886
2040,205.19,16,3.266
2041,205.205,56,0.831
2042,205.205,63,1.761
2043,205.215,79,2.812
2044,205.26,73,2.165
2045,205.265,4,1.075
2046,205.275,71,1.338
2047,205.285,92,0.611
2048,205.285,2,5.521
2049,205.305,35,4.199
2050,205.315,69,3.255
2051,205.32,13,1.221
2052,205.345,74,8.077
2053,205.35,94,6.707
2054,205.35,35,3.378
2055,205.36,95,5.116
2056,205.4,70,8.137
2057,205.415,63,6.17
2058,205.425,25,5.369
2059,205.435,29,3.703
2060,205.445,33,5.604
2061,205.46,49,2.601
2062,205.465,68,1.678
2063,205.515,86,2.076
2064,205.595,90,3.25
2065,205.65,24,4.975
2066,205.7,77,1.186
2067,205.745,86,10.443
2068,205.785,76,11.092
2069,205.83,2,5.978
2070,205.875,70,2.848
2071,205.875,32,2.799
2072,205.955,34,2.563
2073,206.09,47,4.072
2074,206.115,37,3.125
2075,206.15,85,3.861
2076,206.275,62,5.622
2077,206.42,12,7.401
2078,206.675,53,2.053
2079,207.48,76,6.16
2080,210.015,12,3.949
2081,210.03,50,1.435
2082,210.03,56,4.424
2083,210.035,96,10.368
2084,210.035,59,7.925
2085,210.045,58,0.741
2086,210.05,61,3.159
2087,210.05,23,3.022
2088,210.08,93,0.828
2089,210.095,72,2.727
2090,210.115,92,2.425
2091,210.12,55,3.219
2092,210.12,51,3.863
2093,210.13,51,3.477
2094,210.14,47,4.435
2095,210.14,49,0.929
2096,210.16,25,3.526
2097,210.175,45,7.463
2098,210.185,86,1.805
2099,210.195,19,8.663
2100,210.255,10,5.909
2101,210.255,32,4.199
2102,210.26,74,4.396
2103,210.265,39,2.017
2104,210.27,56,8.618
2105,210.275,5,3.722
2106,210.305,89,3.726
2107,210.32,61,5.506
2108,210.335,67,7.959
2109,210.335,20,6.914
2110,210.34,84,2.494
2111,210.365,85,3.959
2112,210.38,3,1.971
2113,210.4,49,2.787
2114,210.42,96,3.598
2115,210.425,91,1.656
2116,210.485,76,0.437
2117,210.485,70,3.673
2118,210.52,53,3.589
2119,210.55,3,2.268
2120,210.585,16,11.675
2121,210.59,87,1.306
2122,210.59,41,1.953
2123,210.62,93,3.754
2124,210.75,75,3.415
2125,210.77,99,5.255
2126,210.81,36,1.137
2127,210.825,70,5.095
2128,210.83,55,5.097
2129,211.23,72,3.022
2130,211.245,99,5.12
2131,211.33,51,0.529
2132,211.435,14,3.101
2133,211.49,41,4.457
2134,211.585,52,5.263
2135,211.645,72,10.465
2136,211.745,100,3.304
2137,215.01,51,0.742
2138,215.015,28,3.076
2139,215.02,37,0.204
2140,215.02,81,3.257
2141,215.045,4,1.64
2142,215.08,63,0.79
2143,215.085,100,5.031
2144,215.085,13,1.748
2145,215.09,73,9.822
2146,215.105,22,1.874
2147,215.105,45,7.097
2148,215.11,25,13.938
2149,215.125,2,1.296
2150,215.135,96,2.372
2151,215.14,72,8.45
2152,215.145,25,7.264
2153,215.155,52,3.739
2154,215.155,76,1.575
2155,215.185,87,2.804
2156,215.2,8,2.637
2157,215.205,29,1.831
2158,215.21,24,2.253
2159,215.215,70,2.432
2160,215.23,76,4.29
2161,215.25,58,6.615
2162,215.255,64,3.175
2163,215.28,84,1.574
2164,215.295,72,11.67
2165,215.355,91,2.061
2166,215.405,56,2.122
2167,215.41,70,1.433
2168,215.45,59,4.962
2169,215.455,90,5.854
2170,215.475,19,1.846
2171,215.5,41,4.662
2172,215.515,68,4.211
2173,215.57,80,5.592
2174,215.59,40,2.973
2175,215.595,29,13.239
2176,215.65,35,1.43
2177,215.655,95,0.992
2178,215.72,24,3.421
2179,215.785,77,5.501
2180,215.795,31,0.471
2181,215.855,54,3.626
2182,215.86,15,3.509
2183,215.865,18,1.246
2184,215.93,12,2.172
2185,216.0,5,3.411
2186,216.005,85,0.537
2187,216.015,9,0.605
2188,216.04,96,4.456
2189,216.1,80,4.939
2190,216.34,82,1.131
2191,216.66,30,7.932
2192,217.455,19,6.495
2193,220.005,55,1.091
2194,220.015,49,13.085
2195,220.05,30,4.535
2196,220.075,72,4.676
2197,220.105,56,0.969
2198,220.11,39,3.764
2199,220.135,56,5.045
2200,220.15,35,4.05
2201,220.16,16,7.541
2202,220.17,78,7.496
2203,220.175,3,1.363
2204,220.195,86,1.967
2205,220.26,84,3.936
2206,220.265,43,1.993
2207,220.3,9,2.387
2208,220.305,94,2.303
2209,220.325,89,1.464
2210,220.325,31,1.794
2211,220.33,81,7.068
2212,220.335,69,0.645
2213,220.39,63,2.08
2214,220.405,96,6.806
2215,220.42,89,3.784
2216,220.435,22,3.216
2217,220.46,4,3.547
2218,220.51,97,4.189
2219,220.535,9,2.636
2220,220.555,27,2.301
2221,220.575,47,6.79
2222,220.58,6,3.503
2223,220.675,25,7.868
2224,220.675,53,1.976
2225,220.675,62,0.932
2226,220.68,79,2.703
2227,220.74,67,1.199
